index	character	character in latex	character/story	character/story in latex	card url
1048	Cornelius Fudge	Cornelius Fudge	Cornelius Fudge/Harry Potter	Cornelius Fudge/Harry Potter	https://compstorylab.org/archetypometrics/cards/Harry-Potter-Cornelius-Fudge-1600-364-241.pdf
1049	Dolores Umbridge	Dolores Umbridge	Dolores Umbridge/Harry Potter	Dolores Umbridge/Harry Potter	https://compstorylab.org/archetypometrics/cards/Harry-Potter-Dolores-Umbridge-1600-364-241.pdf
1050	Petunia Dursley	Petunia Dursley	Petunia Dursley/Harry Potter	Petunia Dursley/Harry Potter	https://compstorylab.org/archetypometrics/cards/Harry-Potter-Petunia-Dursley-1600-364-241.pdf
1051	Moaning Myrtle	Moaning Myrtle	Moaning Myrtle/Harry Potter	Moaning Myrtle/Harry Potter	https://compstorylab.org/archetypometrics/cards/Harry-Potter-Moaning-Myrtle-1600-364-241.pdf
1052	Rita Skeeter	Rita Skeeter	Rita Skeeter/Harry Potter	Rita Skeeter/Harry Potter	https://compstorylab.org/archetypometrics/cards/Harry-Potter-Rita-Skeeter-1600-364-241.pdf
1053	Dobby	Dobby	Dobby/Harry Potter	Dobby/Harry Potter	https://compstorylab.org/archetypometrics/cards/Harry-Potter-Dobby-1600-364-241.pdf
1054	Bellatrix Lestrange	Bellatrix Lestrange	Bellatrix Lestrange/Harry Potter	Bellatrix Lestrange/Harry Potter	https://compstorylab.org/archetypometrics/cards/Harry-Potter-Bellatrix-Lestrange-1600-364-241.pdf
1055	Nymphadora Tonks	Nymphadora Tonks	Nymphadora Tonks/Harry Potter	Nymphadora Tonks/Harry Potter	https://compstorylab.org/archetypometrics/cards/Harry-Potter-Nymphadora-Tonks-1600-364-241.pdf
1056	Sirius Black	Sirius Black	Sirius Black/Harry Potter	Sirius Black/Harry Potter	https://compstorylab.org/archetypometrics/cards/Harry-Potter-Sirius-Black-1600-364-241.pdf
1057	June Osborne	June Osborne	June Osborne/The Handmaid's Tale	June Osborne/The Handmaid's Tale	https://compstorylab.org/archetypometrics/cards/The-Handmaids-Tale-June-Osborne-1600-364-241.pdf
1058	Rita	Rita	Rita/The Handmaid's Tale	Rita/The Handmaid's Tale	https://compstorylab.org/archetypometrics/cards/The-Handmaids-Tale-Rita-1600-364-241.pdf
1059	Janine Lindo	Janine Lindo	Janine Lindo/The Handmaid's Tale	Janine Lindo/The Handmaid's Tale	https://compstorylab.org/archetypometrics/cards/The-Handmaids-Tale-Janine-Lindo-1600-364-241.pdf
1060	Nick Blaine	Nick Blaine	Nick Blaine/The Handmaid's Tale	Nick Blaine/The Handmaid's Tale	https://compstorylab.org/archetypometrics/cards/The-Handmaids-Tale-Nick-Blaine-1600-364-241.pdf
1061	Serena Joy Waterford	Serena Joy Waterford	Serena Joy Waterford/The Handmaid's Tale	Serena Joy Waterford/The Handmaid's Tale	https://compstorylab.org/archetypometrics/cards/The-Handmaids-Tale-Serena-Joy-Waterford-1600-364-241.pdf
1062	Phil Coulson	Phil Coulson	Phil Coulson/Agents of S.H.I.E.L.D.	Phil Coulson/Agents of S.H.I.E.L.D.	https://compstorylab.org/archetypometrics/cards/Agents-of-SHIELD-Phil-Coulson-1600-364-241.pdf
1063	Melinda May	Melinda May	Melinda May/Agents of S.H.I.E.L.D.	Melinda May/Agents of S.H.I.E.L.D.	https://compstorylab.org/archetypometrics/cards/Agents-of-SHIELD-Melinda-May-1600-364-241.pdf
1064	Daisy 'Skye' Johnson	Daisy `Skye' Johnson	Daisy 'Skye' Johnson/Agents of S.H.I.E.L.D.	Daisy 'Skye' Johnson/Agents of S.H.I.E.L.D.	https://compstorylab.org/archetypometrics/cards/Agents-of-SHIELD-Daisy-Skye-Johnson-1600-364-241.pdf
1065	Jemma Simmons	Jemma Simmons	Jemma Simmons/Agents of S.H.I.E.L.D.	Jemma Simmons/Agents of S.H.I.E.L.D.	https://compstorylab.org/archetypometrics/cards/Agents-of-SHIELD-Jemma-Simmons-1600-364-241.pdf
1066	Leo Fitz	Leo Fitz	Leo Fitz/Agents of S.H.I.E.L.D.	Leo Fitz/Agents of S.H.I.E.L.D.	https://compstorylab.org/archetypometrics/cards/Agents-of-SHIELD-Leo-Fitz-1600-364-241.pdf
1067	Alphonso 'Mack' Mackenzie	Alphonso `Mack' Mackenzie	Alphonso 'Mack' Mackenzie/Agents of S.H.I.E.L.D.	Alphonso 'Mack' Mackenzie/Agents of S.H.I.E.L.D.	https://compstorylab.org/archetypometrics/cards/Agents-of-SHIELD-Alphonso-Mack-Mackenzie-1600-364-241.pdf
1068	Phil	Phil	Phil/The Hangover	Phil/The Hangover	https://compstorylab.org/archetypometrics/cards/The-Hangover-Phil-1600-364-241.pdf
1069	Stu	Stu	Stu/The Hangover	Stu/The Hangover	https://compstorylab.org/archetypometrics/cards/The-Hangover-Stu-1600-364-241.pdf
1070	Alan	Alan	Alan/The Hangover	Alan/The Hangover	https://compstorylab.org/archetypometrics/cards/The-Hangover-Alan-1600-364-241.pdf
1071	Katniss Everdeen	Katniss Everdeen	Katniss Everdeen/The Hunger Games	Katniss Everdeen/The Hunger Games	https://compstorylab.org/archetypometrics/cards/The-Hunger-Games-Katniss-Everdeen-1600-364-241.pdf
1072	Peeta Mellark	Peeta Mellark	Peeta Mellark/The Hunger Games	Peeta Mellark/The Hunger Games	https://compstorylab.org/archetypometrics/cards/The-Hunger-Games-Peeta-Mellark-1600-364-241.pdf
1073	Haymitch Abernathy	Haymitch Abernathy	Haymitch Abernathy/The Hunger Games	Haymitch Abernathy/The Hunger Games	https://compstorylab.org/archetypometrics/cards/The-Hunger-Games-Haymitch-Abernathy-1600-364-241.pdf
1074	Effie Trinket	Effie Trinket	Effie Trinket/The Hunger Games	Effie Trinket/The Hunger Games	https://compstorylab.org/archetypometrics/cards/The-Hunger-Games-Effie-Trinket-1600-364-241.pdf
1075	Coriolanus Snow	Coriolanus Snow	Coriolanus Snow/The Hunger Games	Coriolanus Snow/The Hunger Games	https://compstorylab.org/archetypometrics/cards/The-Hunger-Games-Coriolanus-Snow-1600-364-241.pdf
1076	Gale Hawthorne	Gale Hawthorne	Gale Hawthorne/The Hunger Games	Gale Hawthorne/The Hunger Games	https://compstorylab.org/archetypometrics/cards/The-Hunger-Games-Gale-Hawthorne-1600-364-241.pdf
1077	Snow White	Snow White	Snow White/Snow White and the Seven Dwarfs	Snow White/Snow White and the Seven Dwarfs	https://compstorylab.org/archetypometrics/cards/Snow-White-and-the-Seven-Dwarfs-Snow-White-1600-364-241.pdf
1078	The Queen	The Queen	The Queen/Snow White and the Seven Dwarfs	The Queen/Snow White and the Seven Dwarfs	https://compstorylab.org/archetypometrics/cards/Snow-White-and-the-Seven-Dwarfs-The-Queen-1600-364-241.pdf
1079	Doc	Doc	Doc/Snow White and the Seven Dwarfs	Doc/Snow White and the Seven Dwarfs	https://compstorylab.org/archetypometrics/cards/Snow-White-and-the-Seven-Dwarfs-Doc-1600-364-241.pdf
1080	Patrick Jane	Patrick Jane	Patrick Jane/The Mentalist	Patrick Jane/The Mentalist	https://compstorylab.org/archetypometrics/cards/The-Mentalist-Patrick-Jane-1600-364-241.pdf
1081	Teresa Lisbon	Teresa Lisbon	Teresa Lisbon/The Mentalist	Teresa Lisbon/The Mentalist	https://compstorylab.org/archetypometrics/cards/The-Mentalist-Teresa-Lisbon-1600-364-241.pdf
1082	Kimball Cho	Kimball Cho	Kimball Cho/The Mentalist	Kimball Cho/The Mentalist	https://compstorylab.org/archetypometrics/cards/The-Mentalist-Kimball-Cho-1600-364-241.pdf
1083	Wayne Rigsby	Wayne Rigsby	Wayne Rigsby/The Mentalist	Wayne Rigsby/The Mentalist	https://compstorylab.org/archetypometrics/cards/The-Mentalist-Wayne-Rigsby-1600-364-241.pdf
1084	Grace Van Pelt	Grace Van Pelt	Grace Van Pelt/The Mentalist	Grace Van Pelt/The Mentalist	https://compstorylab.org/archetypometrics/cards/The-Mentalist-Grace-Van-Pelt-1600-364-241.pdf
1085	Red John	Red John	Red John/The Mentalist	Red John/The Mentalist	https://compstorylab.org/archetypometrics/cards/The-Mentalist-Red-John-1600-364-241.pdf
1086	Thomas Shelby	Thomas Shelby	Thomas Shelby/Peaky Blinders	Thomas Shelby/Peaky Blinders	https://compstorylab.org/archetypometrics/cards/Peaky-Blinders-Thomas-Shelby-1600-364-241.pdf
1087	Arthur Shelby	Arthur Shelby	Arthur Shelby/Peaky Blinders	Arthur Shelby/Peaky Blinders	https://compstorylab.org/archetypometrics/cards/Peaky-Blinders-Arthur-Shelby-1600-364-241.pdf
1088	Aunt Polly	Aunt Polly	Aunt Polly/Peaky Blinders	Aunt Polly/Peaky Blinders	https://compstorylab.org/archetypometrics/cards/Peaky-Blinders-Aunt-Polly-1600-364-241.pdf
1089	Ada Shelby	Ada Shelby	Ada Shelby/Peaky Blinders	Ada Shelby/Peaky Blinders	https://compstorylab.org/archetypometrics/cards/Peaky-Blinders-Ada-Shelby-1600-364-241.pdf
1090	Charlie Strong	Charlie Strong	Charlie Strong/Peaky Blinders	Charlie Strong/Peaky Blinders	https://compstorylab.org/archetypometrics/cards/Peaky-Blinders-Charlie-Strong-1600-364-241.pdf
1091	Michael Gray	Michael Gray	Michael Gray/Peaky Blinders	Michael Gray/Peaky Blinders	https://compstorylab.org/archetypometrics/cards/Peaky-Blinders-Michael-Gray-1600-364-241.pdf
1092	Princess Anna Karenina	Princess Anna Karenina	Princess Anna Karenina/Anna Karenina	Princess Anna Karenina/Anna Karenina	https://compstorylab.org/archetypometrics/cards/Anna-Karenina-Princess-Anna-Karenina-1600-364-241.pdf
1093	Count Alexei Karenin	Count Alexei Karenin	Count Alexei Karenin/Anna Karenina	Count Alexei Karenin/Anna Karenina	https://compstorylab.org/archetypometrics/cards/Anna-Karenina-Count-Alexei-Karenin-1600-364-241.pdf
1094	Count Alexei Vronsky	Count Alexei Vronsky	Count Alexei Vronsky/Anna Karenina	Count Alexei Vronsky/Anna Karenina	https://compstorylab.org/archetypometrics/cards/Anna-Karenina-Count-Alexei-Vronsky-1600-364-241.pdf
1095	Princess Darya Oblonskaya	Princess Darya Oblonskaya	Princess Darya Oblonskaya/Anna Karenina	Princess Darya Oblonskaya/Anna Karenina	https://compstorylab.org/archetypometrics/cards/Anna-Karenina-Princess-Darya-Oblonskaya-1600-364-241.pdf
1096	Prince Stepan Oblonsky	Prince Stepan Oblonsky	Prince Stepan Oblonsky/Anna Karenina	Prince Stepan Oblonsky/Anna Karenina	https://compstorylab.org/archetypometrics/cards/Anna-Karenina-Prince-Stepan-Oblonsky-1600-364-241.pdf
1097	Konstantin Levin	Konstantin Levin	Konstantin Levin/Anna Karenina	Konstantin Levin/Anna Karenina	https://compstorylab.org/archetypometrics/cards/Anna-Karenina-Konstantin-Levin-1600-364-241.pdf
1098	Princess Elizaveta Tverskaya	Princess Elizaveta Tverskaya	Princess Elizaveta Tverskaya/Anna Karenina	Princess Elizaveta Tverskaya/Anna Karenina	https://compstorylab.org/archetypometrics/cards/Anna-Karenina-Princess-Elizaveta-Tverskaya-1600-364-241.pdf
1099	Princess Ekaterina Shcherbatskaya	Princess Ekaterina Shcherbatskaya	Princess Ekaterina Shcherbatskaya/Anna Karenina	Princess Ekaterina Shcherbatskaya/Anna Karenina	https://compstorylab.org/archetypometrics/cards/Anna-Karenina-Princess-Ekaterina-Shcherbatskaya-1600-364-241.pdf
1100	Countess Vronskaya	Countess Vronskaya	Countess Vronskaya/Anna Karenina	Countess Vronskaya/Anna Karenina	https://compstorylab.org/archetypometrics/cards/Anna-Karenina-Countess-Vronskaya-1600-364-241.pdf
1101	Countess Lidia Ivanovna	Countess Lidia Ivanovna	Countess Lidia Ivanovna/Anna Karenina	Countess Lidia Ivanovna/Anna Karenina	https://compstorylab.org/archetypometrics/cards/Anna-Karenina-Countess-Lidia-Ivanovna-1600-364-241.pdf
1102	Caleb Smith	Caleb Smith	Caleb Smith/Ex Machina	Caleb Smith/Ex Machina	https://compstorylab.org/archetypometrics/cards/Ex-Machina-Caleb-Smith-1600-364-241.pdf
1103	Nathan Bateman	Nathan Bateman	Nathan Bateman/Ex Machina	Nathan Bateman/Ex Machina	https://compstorylab.org/archetypometrics/cards/Ex-Machina-Nathan-Bateman-1600-364-241.pdf
1104	Ava	Ava	Ava/Ex Machina	Ava/Ex Machina	https://compstorylab.org/archetypometrics/cards/Ex-Machina-Ava-1600-364-241.pdf
1105	Charlie Kelmeckis	Charlie Kelmeckis	Charlie Kelmeckis/The Perks of Being a Wallflower	Charlie Kelmeckis/The Perks of Being a Wallflower	https://compstorylab.org/archetypometrics/cards/The-Perks-of-Being-a-Wallflower-Charlie-Kelmeckis-1600-364-241.pdf
1106	Sam Button	Sam Button	Sam Button/The Perks of Being a Wallflower	Sam Button/The Perks of Being a Wallflower	https://compstorylab.org/archetypometrics/cards/The-Perks-of-Being-a-Wallflower-Sam-Button-1600-364-241.pdf
1107	Patrick Stewart	Patrick Stewart	Patrick Stewart/The Perks of Being a Wallflower	Patrick Stewart/The Perks of Being a Wallflower	https://compstorylab.org/archetypometrics/cards/The-Perks-of-Being-a-Wallflower-Patrick-Stewart-1600-364-241.pdf
1108	Nick Stokes	Nick Stokes	Nick Stokes/CSI: Crime Scene Investigation	Nick Stokes/CSI: Crime Scene Investigation	https://compstorylab.org/archetypometrics/cards/CSI-Crime-Scene-Investigation-Nick-Stokes-1600-364-241.pdf
1109	Greg Sanders	Greg Sanders	Greg Sanders/CSI: Crime Scene Investigation	Greg Sanders/CSI: Crime Scene Investigation	https://compstorylab.org/archetypometrics/cards/CSI-Crime-Scene-Investigation-Greg-Sanders-1600-364-241.pdf
1110	Al Robbins	Al Robbins	Al Robbins/CSI: Crime Scene Investigation	Al Robbins/CSI: Crime Scene Investigation	https://compstorylab.org/archetypometrics/cards/CSI-Crime-Scene-Investigation-Al-Robbins-1600-364-241.pdf
1111	Captain Jim Brass	Captain Jim Brass	Captain Jim Brass/CSI: Crime Scene Investigation	Captain Jim Brass/CSI: Crime Scene Investigation	https://compstorylab.org/archetypometrics/cards/CSI-Crime-Scene-Investigation-Captain-Jim-Brass-1600-364-241.pdf
1112	Sara Sidle	Sara Sidle	Sara Sidle/CSI: Crime Scene Investigation	Sara Sidle/CSI: Crime Scene Investigation	https://compstorylab.org/archetypometrics/cards/CSI-Crime-Scene-Investigation-Sara-Sidle-1600-364-241.pdf
1113	David Phillips	David Phillips	David Phillips/CSI: Crime Scene Investigation	David Phillips/CSI: Crime Scene Investigation	https://compstorylab.org/archetypometrics/cards/CSI-Crime-Scene-Investigation-David-Phillips-1600-364-241.pdf
1114	Hannah Horvath	Hannah Horvath	Hannah Horvath/Girls	Hannah Horvath/Girls	https://compstorylab.org/archetypometrics/cards/Girls-Hannah-Horvath-1600-364-241.pdf
1115	Marnie Michaels	Marnie Michaels	Marnie Michaels/Girls	Marnie Michaels/Girls	https://compstorylab.org/archetypometrics/cards/Girls-Marnie-Michaels-1600-364-241.pdf
1116	Jessa Johansson	Jessa Johansson	Jessa Johansson/Girls	Jessa Johansson/Girls	https://compstorylab.org/archetypometrics/cards/Girls-Jessa-Johansson-1600-364-241.pdf
1117	Shoshanna Shapiro	Shoshanna Shapiro	Shoshanna Shapiro/Girls	Shoshanna Shapiro/Girls	https://compstorylab.org/archetypometrics/cards/Girls-Shoshanna-Shapiro-1600-364-241.pdf
1118	Adam Sackler	Adam Sackler	Adam Sackler/Girls	Adam Sackler/Girls	https://compstorylab.org/archetypometrics/cards/Girls-Adam-Sackler-1600-364-241.pdf
1119	Ray Ploshansky	Ray Ploshansky	Ray Ploshansky/Girls	Ray Ploshansky/Girls	https://compstorylab.org/archetypometrics/cards/Girls-Ray-Ploshansky-1600-364-241.pdf
1120	Neo	Neo	Neo/The Matrix	Neo/The Matrix	https://compstorylab.org/archetypometrics/cards/The-Matrix-Neo-1600-364-241.pdf
1121	Morpheus	Morpheus	Morpheus/The Matrix	Morpheus/The Matrix	https://compstorylab.org/archetypometrics/cards/The-Matrix-Morpheus-1600-364-241.pdf
1122	Trinity	Trinity	Trinity/The Matrix	Trinity/The Matrix	https://compstorylab.org/archetypometrics/cards/The-Matrix-Trinity-1600-364-241.pdf
1123	Agent Smith	Agent Smith	Agent Smith/The Matrix	Agent Smith/The Matrix	https://compstorylab.org/archetypometrics/cards/The-Matrix-Agent-Smith-1600-364-241.pdf
1124	Cypher	Cypher	Cypher/The Matrix	Cypher/The Matrix	https://compstorylab.org/archetypometrics/cards/The-Matrix-Cypher-1600-364-241.pdf
1125	The Oracle	The Oracle	The Oracle/The Matrix	The Oracle/The Matrix	https://compstorylab.org/archetypometrics/cards/The-Matrix-The-Oracle-1600-364-241.pdf
1126	Ender Wiggin	Ender Wiggin	Ender Wiggin/Ender's Game	Ender Wiggin/Ender's Game	https://compstorylab.org/archetypometrics/cards/Enders-Game-Ender-Wiggin-1600-364-241.pdf
1127	Colonel Graff	Colonel Graff	Colonel Graff/Ender's Game	Colonel Graff/Ender's Game	https://compstorylab.org/archetypometrics/cards/Enders-Game-Colonel-Graff-1600-364-241.pdf
1128	Petra Arkanian	Petra Arkanian	Petra Arkanian/Ender's Game	Petra Arkanian/Ender's Game	https://compstorylab.org/archetypometrics/cards/Enders-Game-Petra-Arkanian-1600-364-241.pdf
1129	Valentine Wiggin	Valentine Wiggin	Valentine Wiggin/Ender's Game	Valentine Wiggin/Ender's Game	https://compstorylab.org/archetypometrics/cards/Enders-Game-Valentine-Wiggin-1600-364-241.pdf
1130	Peter Wiggin	Peter Wiggin	Peter Wiggin/Ender's Game	Peter Wiggin/Ender's Game	https://compstorylab.org/archetypometrics/cards/Enders-Game-Peter-Wiggin-1600-364-241.pdf
1131	Bean	Bean	Bean/Ender's Game	Bean/Ender's Game	https://compstorylab.org/archetypometrics/cards/Enders-Game-Bean-1600-364-241.pdf
1132	Norman Bates	Norman Bates	Norman Bates/Psycho	Norman Bates/Psycho	https://compstorylab.org/archetypometrics/cards/Psycho-Norman-Bates-1600-364-241.pdf
1133	Marion Crane	Marion Crane	Marion Crane/Psycho	Marion Crane/Psycho	https://compstorylab.org/archetypometrics/cards/Psycho-Marion-Crane-1600-364-241.pdf
1134	Lila Crane	Lila Crane	Lila Crane/Psycho	Lila Crane/Psycho	https://compstorylab.org/archetypometrics/cards/Psycho-Lila-Crane-1600-364-241.pdf
1135	Bob Belcher	Bob Belcher	Bob Belcher/Bob's Burgers	Bob Belcher/Bob's Burgers	https://compstorylab.org/archetypometrics/cards/Bobs-Burgers-Bob-Belcher-1600-364-241.pdf
1136	Linda Belcher	Linda Belcher	Linda Belcher/Bob's Burgers	Linda Belcher/Bob's Burgers	https://compstorylab.org/archetypometrics/cards/Bobs-Burgers-Linda-Belcher-1600-364-241.pdf
1137	Tina Belcher	Tina Belcher	Tina Belcher/Bob's Burgers	Tina Belcher/Bob's Burgers	https://compstorylab.org/archetypometrics/cards/Bobs-Burgers-Tina-Belcher-1600-364-241.pdf
1138	Gene Belcher	Gene Belcher	Gene Belcher/Bob's Burgers	Gene Belcher/Bob's Burgers	https://compstorylab.org/archetypometrics/cards/Bobs-Burgers-Gene-Belcher-1600-364-241.pdf
1139	Louise Belcher	Louise Belcher	Louise Belcher/Bob's Burgers	Louise Belcher/Bob's Burgers	https://compstorylab.org/archetypometrics/cards/Bobs-Burgers-Louise-Belcher-1600-364-241.pdf
1140	Marty Byrde	Marty Byrde	Marty Byrde/Ozark	Marty Byrde/Ozark	https://compstorylab.org/archetypometrics/cards/Ozark-Marty-Byrde-1600-364-241.pdf
1141	Wendy Byrde	Wendy Byrde	Wendy Byrde/Ozark	Wendy Byrde/Ozark	https://compstorylab.org/archetypometrics/cards/Ozark-Wendy-Byrde-1600-364-241.pdf
1142	Charlotte Byrde	Charlotte Byrde	Charlotte Byrde/Ozark	Charlotte Byrde/Ozark	https://compstorylab.org/archetypometrics/cards/Ozark-Charlotte-Byrde-1600-364-241.pdf
1143	Jonah Byrde	Jonah Byrde	Jonah Byrde/Ozark	Jonah Byrde/Ozark	https://compstorylab.org/archetypometrics/cards/Ozark-Jonah-Byrde-1600-364-241.pdf
1144	Ruth Langmore	Ruth Langmore	Ruth Langmore/Ozark	Ruth Langmore/Ozark	https://compstorylab.org/archetypometrics/cards/Ozark-Ruth-Langmore-1600-364-241.pdf
1145	Rachel Garrison	Rachel Garrison	Rachel Garrison/Ozark	Rachel Garrison/Ozark	https://compstorylab.org/archetypometrics/cards/Ozark-Rachel-Garrison-1600-364-241.pdf
1146	Roy Petty	Roy Petty	Roy Petty/Ozark	Roy Petty/Ozark	https://compstorylab.org/archetypometrics/cards/Ozark-Roy-Petty-1600-364-241.pdf
1147	Jacob Snell	Jacob Snell	Jacob Snell/Ozark	Jacob Snell/Ozark	https://compstorylab.org/archetypometrics/cards/Ozark-Jacob-Snell-1600-364-241.pdf
1148	Darlene Snell	Darlene Snell	Darlene Snell/Ozark	Darlene Snell/Ozark	https://compstorylab.org/archetypometrics/cards/Ozark-Darlene-Snell-1600-364-241.pdf
1149	Wyatt Langmore	Wyatt Langmore	Wyatt Langmore/Ozark	Wyatt Langmore/Ozark	https://compstorylab.org/archetypometrics/cards/Ozark-Wyatt-Langmore-1600-364-241.pdf
1150	Eric Murphy	Eric Murphy	Eric Murphy/Entourage	Eric Murphy/Entourage	https://compstorylab.org/archetypometrics/cards/Entourage-Eric-Murphy-1600-364-241.pdf
1151	Vincent Chase	Vincent Chase	Vincent Chase/Entourage	Vincent Chase/Entourage	https://compstorylab.org/archetypometrics/cards/Entourage-Vincent-Chase-1600-364-241.pdf
1152	Johnny 'Drama' Chase	Johnny `Drama' Chase	Johnny 'Drama' Chase/Entourage	Johnny 'Drama' Chase/Entourage	https://compstorylab.org/archetypometrics/cards/Entourage-Johnny-Drama-Chase-1600-364-241.pdf
1153	Turtle	Turtle	Turtle/Entourage	Turtle/Entourage	https://compstorylab.org/archetypometrics/cards/Entourage-Turtle-1600-364-241.pdf
1154	Ari Gold	Ari Gold	Ari Gold/Entourage	Ari Gold/Entourage	https://compstorylab.org/archetypometrics/cards/Entourage-Ari-Gold-1600-364-241.pdf
1155	Molly Davidson	Molly Davidson	Molly Davidson/Booksmart	Molly Davidson/Booksmart	https://compstorylab.org/archetypometrics/cards/Booksmart-Molly-Davidson-1600-364-241.pdf
1156	Amy Antsler	Amy Antsler	Amy Antsler/Booksmart	Amy Antsler/Booksmart	https://compstorylab.org/archetypometrics/cards/Booksmart-Amy-Antsler-1600-364-241.pdf
1157	Paul Smecker	Paul Smecker	Paul Smecker/The Boondock Saints	Paul Smecker/The Boondock Saints	https://compstorylab.org/archetypometrics/cards/The-Boondock-Saints-Paul-Smecker-1600-364-241.pdf
